complaint_id,filed_on,resolved_on,ward,category,description,status,channel,priority,citizen_age,satisfaction_score,resolution_days,filed_year,filed_month,filed_month_name,filed_week,filed_weekday,filed_date,is_open,verified_category,recency_score,days_open
GRV-1903,2025-04-01,,Ward-06,Waste Management,No waste bins available in the area,Open,Phone Call,Medium,53,,,2025,4,Apr 2025,14,Tuesday,2025-04-01,True,Waste Management,33.333333333333336,364.0
GRV-1904,2026-02-21,,Ward-02,Street Lighting,Frequent power fluctuation in area,Open,WhatsApp,High,53,,,2026,2,Feb 2026,8,Saturday,2026-02-21,True,Street Lighting,93.04029304029304,38.0
GRV-1905,2025-03-29,,Ward-03,Street Lighting,Broken street light reported multiple times,Open,Walk-In,Low,68,,,2025,3,Mar 2025,13,Saturday,2025-03-29,True,Street Lighting,32.78388278388278,367.0
GRV-1906,2024-12-23,,Ward-02,Water Supply,Water meter not working properly,Open,Mobile App,Medium,65,,,2024,12,Dec 2024,52,Monday,2024-12-23,True,Water Supply,15.201465201465203,463.0
GRV-1907,2026-03-07,2026-03-12,Ward-05,Waste Management,Garbage truck does not come on schedule,Resolved,Website,Low,40,1.0,5.0,2026,3,Mar 2026,10,Saturday,2026-03-07,False,Waste Management,95.6043956043956,
GRV-1908,2025-06-28,2025-07-24,Ward-15,Sewage & Drainage,Foul smell from open drainage channel,Resolved,Walk-In,Low,38,1.0,26.0,2025,6,Jun 2025,26,Saturday,2025-06-28,False,Sewage & Drainage,49.45054945054945,
GRV-1909,2025-06-24,2025-07-23,Ward-09,Street Lighting,Electric pole fallen on road – dangerous,Resolved,Mobile App,Medium,52,2.0,29.0,2025,6,Jun 2025,26,Tuesday,2025-06-24,False,Road & Infrastructure,48.71794871794872,
GRV-1910,2025-09-29,,Ward-16,Street Lighting,Broken street light reported multiple times,Open,Walk-In,Medium,27,,,2025,9,Sep 2025,40,Monday,2025-09-29,True,Street Lighting,66.4835164835165,183.0
GRV-1911,2026-02-28,,Ward-15,Sewage & Drainage,Foul smell from open drainage channel,Open,Phone Call,High,38,,,2026,2,Feb 2026,9,Saturday,2026-02-28,True,Sewage & Drainage,94.32234432234432,31.0
GRV-1912,2025-04-15,,Ward-17,Sewage & Drainage,Sewage mixing with drinking water pipeline,Open,Walk-In,Medium,27,,,2025,4,Apr 2025,16,Tuesday,2025-04-15,True,Water Supply,35.89743589743589,350.0
GRV-1913,2025-08-03,,Ward-15,Noise & Pollution,Burning of garbage creating air pollution,In Progress,Unknown,Low,29,,,2025,8,Aug 2025,31,Sunday,2025-08-03,True,Waste Management,56.043956043956044,240.0
GRV-1914,2025-08-05,,Ward-06,Public Property,Encroachment on footpath by shop owners,In Progress,Mobile App,Medium,65,,,2025,8,Aug 2025,32,Tuesday,2025-08-05,True,Road & Infrastructure,56.41025641025641,238.0
GRV-1915,2026-01-03,,Ward-03,Road & Infrastructure,Road construction debris not cleared,Open,WhatsApp,High,67,,,2026,1,Jan 2026,1,Saturday,2026-01-03,True,Road & Infrastructure,84.06593406593407,87.0
GRV-1916,2025-05-24,2025-06-17,Ward-18,Waste Management,Garbage truck does not come on schedule,Resolved,Walk-In,Medium,40,1.0,24.0,2025,5,May 2025,21,Saturday,2025-05-24,False,Waste Management,43.040293040293044,
GRV-1917,2025-11-14,2025-11-26,Ward-04,Road & Infrastructure,Speed breaker removed without notice,Resolved,Mobile App,Medium,39,2.0,12.0,2025,11,Nov 2025,46,Friday,2025-11-14,False,Other,74.9084249084249,
GRV-1918,2025-10-25,2025-11-18,Ward-05,Water Supply,No water supply for 3 days,Resolved,Walk-In,High,46,5.0,24.0,2025,10,Oct 2025,43,Saturday,2025-10-25,False,Water Supply,71.24542124542124,
GRV-1919,2025-06-05,,Ward-04,Waste Management,Garbage not collected for a week,In Progress,Mobile App,Medium,56,,,2025,6,Jun 2025,23,Thursday,2025-06-05,True,Waste Management,45.238095238095234,299.0
GRV-1920,2024-10-18,2024-10-30,Ward-17,Noise & Pollution,Loud music from nearby event venue,Resolved,WhatsApp,High,65,2.0,12.0,2024,10,Oct 2024,42,Friday,2024-10-18,False,Other,3.1135531135531136,
GRV-1921,2025-01-18,,Ward-20,Road & Infrastructure,Large pothole causing accidents on highway,In Progress,Mobile App,Low,59,,,2025,1,Jan 2025,3,Saturday,2025-01-18,True,Road & Infrastructure,19.96336996336996,437.0
GRV-1922,2024-11-26,2024-12-25,Ward-03,Waste Management,No waste bins available in the area,Closed,Website,High,46,1.0,29.0,2024,11,Nov 2024,48,Tuesday,2024-11-26,False,Waste Management,10.256410256410254,
GRV-1923,2025-05-01,,Ward-14,Water Supply,Dirty/contaminated water coming from tap,In Progress,Phone Call,High,46,,,2025,5,May 2025,18,Thursday,2025-05-01,True,Water Supply,38.827838827838825,334.0
GRV-1924,2025-12-09,,Ward-02,Water Supply,Water meter not working properly,Open,Mobile App,High,63,,,2025,12,Dec 2025,50,Tuesday,2025-12-09,True,Water Supply,79.48717948717949,112.0
GRV-1925,2026-03-26,,Ward-04,Water Supply,Low water pressure in pipes,Rejected,Mobile App,High,69,,,2026,3,Mar 2026,13,Thursday,2026-03-26,False,Water Supply,99.08424908424908,
GRV-1926,2025-04-04,,Ward-17,Sewage & Drainage,Manhole cover missing – safety hazard,Open,Walk-In,Medium,30,,,2025,4,Apr 2025,14,Friday,2025-04-04,True,Sewage & Drainage,33.88278388278388,361.0
GRV-1927,2024-11-11,2024-11-30,Ward-14,Waste Management,Garbage truck does not come on schedule,Resolved,Mobile App,High,40,1.0,19.0,2024,11,Nov 2024,46,Monday,2024-11-11,False,Waste Management,7.509157509157505,
GRV-1928,2025-02-17,2025-02-25,Ward-14,Sewage & Drainage,Foul smell from open drainage channel,Resolved,Mobile App,Low,35,5.0,8.0,2025,2,Feb 2025,8,Monday,2025-02-17,False,Sewage & Drainage,25.457875457875456,
GRV-1929,2025-11-14,,Ward-11,Waste Management,Garbage truck does not come on schedule,In Progress,Walk-In,Medium,46,,,2025,11,Nov 2025,46,Friday,2025-11-14,True,Waste Management,74.9084249084249,137.0
GRV-1930,2025-06-07,2025-06-19,Ward-11,Sewage & Drainage,Manhole cover missing – safety hazard,Closed,WhatsApp,Critical,45,5.0,12.0,2025,6,Jun 2025,23,Saturday,2025-06-07,False,Sewage & Drainage,45.604395604395606,
GRV-1931,2025-06-15,,Ward-18,Road & Infrastructure,Broken footpath causing injury to pedestrians,In Progress,Website,High,43,,,2025,6,Jun 2025,24,Sunday,2025-06-15,True,Road & Infrastructure,47.069597069597066,289.0
GRV-1932,2025-08-25,,Ward-18,Road & Infrastructure,Road construction debris not cleared,Open,Walk-In,Medium,22,,,2025,8,Aug 2025,35,Monday,2025-08-25,True,Road & Infrastructure,60.07326007326007,218.0
GRV-1933,2025-03-18,,Ward-15,Sewage & Drainage,Foul smell from open drainage channel,In Progress,Website,Critical,59,,,2025,3,Mar 2025,12,Tuesday,2025-03-18,True,Sewage & Drainage,30.76923076923077,378.0
GRV-1934,2025-11-20,,Ward-20,Water Supply,No water supply for 3 days,Rejected,Mobile App,Medium,53,,,2025,11,Nov 2025,47,Thursday,2025-11-20,False,Water Supply,76.007326007326,
GRV-1935,2024-10-11,,Ward-08,Road & Infrastructure,Large pothole causing accidents on highway,Open,Walk-In,High,40,,,2024,10,Oct 2024,41,Friday,2024-10-11,True,Road & Infrastructure,1.831501831501836,536.0
GRV-1936,2025-05-25,2025-06-07,Ward-17,Water Supply,Dirty/contaminated water coming from tap,Closed,WhatsApp,Medium,40,5.0,13.0,2025,5,May 2025,21,Sunday,2025-05-25,False,Water Supply,43.223443223443226,
GRV-1937,2025-06-12,,Ward-15,Sewage & Drainage,Blocked drain causing flooding in colony,Open,Phone Call,Low,70,,,2025,6,Jun 2025,24,Thursday,2025-06-12,True,Sewage & Drainage,46.52014652014652,292.0
GRV-1938,2025-09-22,2025-10-01,Ward-08,Road & Infrastructure,Broken footpath causing injury to pedestrians,Closed,Walk-In,Low,29,4.0,9.0,2025,9,Sep 2025,39,Monday,2025-09-22,False,Road & Infrastructure,65.2014652014652,
GRV-1939,2025-07-11,,Ward-19,Road & Infrastructure,Large pothole causing accidents on highway,In Progress,Walk-In,High,63,,,2025,7,Jul 2025,28,Friday,2025-07-11,True,Road & Infrastructure,51.831501831501825,263.0
GRV-1940,2025-09-30,2025-10-10,Ward-06,Public Property,Tree fallen on parked vehicles,Resolved,Website,High,55,1.0,10.0,2025,9,Sep 2025,40,Tuesday,2025-09-30,False,Public Property,66.66666666666667,
GRV-1941,2024-12-10,2024-12-29,Ward-04,Public Property,Encroachment on footpath by shop owners,Resolved,WhatsApp,Medium,46,5.0,19.0,2024,12,Dec 2024,50,Tuesday,2024-12-10,False,Road & Infrastructure,12.82051282051282,
GRV-1942,2025-05-09,,Ward-02,Water Supply,Water meter not working properly,In Progress,Phone Call,Medium,29,,,2025,5,May 2025,19,Friday,2025-05-09,True,Water Supply,40.29304029304029,326.0
GRV-1943,2025-07-08,,Ward-04,Noise & Pollution,Loud music from nearby event venue,In Progress,Walk-In,High,54,,,2025,7,Jul 2025,28,Tuesday,2025-07-08,True,Other,51.28205128205128,266.0
GRV-1944,2025-08-05,2025-08-30,Ward-13,Noise & Pollution,Dust from road construction affecting residents,Closed,Mobile App,Medium,72,4.0,25.0,2025,8,Aug 2025,32,Tuesday,2025-08-05,False,Road & Infrastructure,56.41025641025641,
GRV-1945,2025-11-29,,Ward-05,Water Supply,Dirty/contaminated water coming from tap,In Progress,Phone Call,Medium,45,,,2025,11,Nov 2025,48,Saturday,2025-11-29,True,Water Supply,77.65567765567766,122.0
GRV-1946,2024-12-08,,Ward-13,Waste Management,Overflowing dustbin near bus stop,Open,Website,High,49,,,2024,12,Dec 2024,49,Sunday,2024-12-08,True,Waste Management,12.454212454212454,478.0
GRV-1947,2025-03-19,,Ward-14,Sewage & Drainage,Sewage mixing with drinking water pipeline,Open,Unknown,Low,55,,,2025,3,Mar 2025,12,Wednesday,2025-03-19,True,Water Supply,30.952380952380953,377.0
GRV-1948,2025-12-07,,Ward-03,Street Lighting,Frequent power fluctuation in area,Open,Website,Medium,46,,,2025,12,Dec 2025,49,Sunday,2025-12-07,True,Street Lighting,79.12087912087912,114.0
GRV-1949,2025-10-15,,Ward-03,Water Supply,Water meter not working properly,In Progress,Website,Medium,30,,,2025,10,Oct 2025,42,Wednesday,2025-10-15,True,Water Supply,69.41391941391942,167.0
GRV-1950,2026-01-07,2026-01-11,Ward-16,Noise & Pollution,Factory emitting foul-smelling smoke,Resolved,WhatsApp,Low,20,2.0,4.0,2026,1,Jan 2026,2,Wednesday,2026-01-07,False,Noise & Pollution,84.7985347985348,
GRV-1951,2026-02-15,,Ward-20,Street Lighting,Broken street light reported multiple times,Open,WhatsApp,Low,38,,,2026,2,Feb 2026,7,Sunday,2026-02-15,True,Street Lighting,91.94139194139194,44.0
GRV-1952,2025-11-19,2025-12-09,Ward-11,Water Supply,Dirty/contaminated water coming from tap,Resolved,WhatsApp,Low,32,5.0,20.0,2025,11,Nov 2025,47,Wednesday,2025-11-19,False,Water Supply,75.82417582417582,
GRV-1953,2025-02-22,,Ward-12,Public Property,Stray dogs attacking residents near park,In Progress,Walk-In,Medium,47,,,2025,2,Feb 2025,8,Saturday,2025-02-22,True,Public Property,26.37362637362637,402.0
GRV-1954,2026-01-11,2026-01-18,Ward-06,Sewage & Drainage,Sewage overflowing onto road,Resolved,Phone Call,Medium,74,4.0,7.0,2026,1,Jan 2026,2,Sunday,2026-01-11,False,Road & Infrastructure,85.53113553113553,
GRV-1955,2026-02-19,2026-03-01,Ward-15,Noise & Pollution,Loud music from nearby event venue,Resolved,Mobile App,Critical,49,5.0,10.0,2026,2,Feb 2026,8,Thursday,2026-02-19,False,Other,92.67399267399267,
GRV-1956,2025-05-19,2025-05-25,Ward-05,Waste Management,Overflowing dustbin near bus stop,Resolved,Mobile App,Low,44,3.0,6.0,2025,5,May 2025,21,Monday,2025-05-19,False,Waste Management,42.12454212454212,
GRV-1957,2025-11-09,2025-11-16,Ward-05,Water Supply,Low water pressure in pipes,Closed,Phone Call,Low,31,5.0,7.0,2025,11,Nov 2025,45,Sunday,2025-11-09,False,Water Supply,73.992673992674,
GRV-1958,2024-11-18,,Ward-18,Public Property,Park benches broken and vandalised,Open,Website,Low,74,,,2024,11,Nov 2024,47,Monday,2024-11-18,True,Public Property,8.791208791208794,498.0
GRV-1959,2025-12-19,,Ward-18,Waste Management,Garbage truck does not come on schedule,Open,WhatsApp,High,36,,,2025,12,Dec 2025,51,Friday,2025-12-19,True,Waste Management,81.31868131868131,102.0
GRV-1960,2025-12-20,2026-01-15,Ward-05,Sewage & Drainage,Manhole cover missing – safety hazard,Resolved,Mobile App,Medium,61,1.0,26.0,2025,12,Dec 2025,51,Saturday,2025-12-20,False,Sewage & Drainage,81.5018315018315,
GRV-1961,2024-12-10,,Ward-06,Public Property,Encroachment on footpath by shop owners,Open,Mobile App,Low,33,,,2024,12,Dec 2024,50,Tuesday,2024-12-10,True,Road & Infrastructure,12.82051282051282,476.0
GRV-1962,2026-01-29,,Ward-15,Noise & Pollution,Dust from road construction affecting residents,Open,Mobile App,Low,73,,,2026,1,Jan 2026,5,Thursday,2026-01-29,True,Road & Infrastructure,88.82783882783882,61.0
GRV-1963,2024-10-19,2024-10-22,Ward-12,Public Property,Tree fallen on parked vehicles,Resolved,Mobile App,Low,59,1.0,3.0,2024,10,Oct 2024,42,Saturday,2024-10-19,False,Public Property,3.296703296703296,
GRV-1964,2025-08-19,,Ward-13,Noise & Pollution,Loud music from nearby event venue,Open,WhatsApp,Critical,62,,,2025,8,Aug 2025,34,Tuesday,2025-08-19,True,Other,58.97435897435898,224.0
GRV-1965,2025-01-17,,Ward-20,Water Supply,Dirty/contaminated water coming from tap,In Progress,WhatsApp,Low,65,,,2025,1,Jan 2025,3,Friday,2025-01-17,True,Water Supply,19.780219780219777,438.0
GRV-1966,2025-10-08,,Ward-18,Waste Management,Garbage truck does not come on schedule,Rejected,Mobile App,Low,34,,,2025,10,Oct 2025,41,Wednesday,2025-10-08,False,Waste Management,68.13186813186813,
GRV-1967,2025-04-29,,Ward-13,Sewage & Drainage,Foul smell from open drainage channel,Open,Walk-In,Low,59,,,2025,4,Apr 2025,18,Tuesday,2025-04-29,True,Sewage & Drainage,38.46153846153846,336.0
GRV-1968,2025-08-25,,Ward-18,Public Property,Tree fallen on parked vehicles,In Progress,Phone Call,Low,53,,,2025,8,Aug 2025,35,Monday,2025-08-25,True,Public Property,60.07326007326007,218.0
GRV-1969,2025-11-27,2025-12-04,Ward-09,Sewage & Drainage,Foul smell from open drainage channel,Resolved,Website,High,34,5.0,7.0,2025,11,Nov 2025,48,Thursday,2025-11-27,False,Sewage & Drainage,77.2893772893773,
GRV-1970,2025-10-23,2025-11-04,Ward-09,Noise & Pollution,Construction noise beyond permitted hours,Closed,Walk-In,Low,21,1.0,12.0,2025,10,Oct 2025,43,Thursday,2025-10-23,False,Road & Infrastructure,70.87912087912088,
GRV-1971,2025-04-14,,Ward-13,Street Lighting,Frequent power fluctuation in area,Open,WhatsApp,Critical,46,,,2025,4,Apr 2025,16,Monday,2025-04-14,True,Street Lighting,35.71428571428571,351.0
GRV-1972,2025-04-28,,Ward-19,Sewage & Drainage,Blocked drain causing flooding in colony,In Progress,Walk-In,Medium,46,,,2025,4,Apr 2025,18,Monday,2025-04-28,True,Sewage & Drainage,38.27838827838828,337.0
GRV-1973,2025-08-31,,Ward-18,Road & Infrastructure,Road construction debris not cleared,Open,WhatsApp,Low,45,,,2025,8,Aug 2025,35,Sunday,2025-08-31,True,Road & Infrastructure,61.172161172161175,212.0
GRV-1974,2025-11-23,,Ward-07,Public Property,Public toilet locked / not accessible,In Progress,Walk-In,Medium,29,,,2025,11,Nov 2025,47,Sunday,2025-11-23,True,Public Property,76.55677655677655,128.0
GRV-1975,2025-12-07,2026-01-03,Ward-14,Public Property,Encroachment on footpath by shop owners,Closed,Walk-In,Medium,49,4.0,27.0,2025,12,Dec 2025,49,Sunday,2025-12-07,False,Road & Infrastructure,79.12087912087912,
GRV-1976,2025-02-23,,Ward-18,Sewage & Drainage,Blocked drain causing flooding in colony,Open,WhatsApp,Critical,45,,,2025,2,Feb 2025,8,Sunday,2025-02-23,True,Sewage & Drainage,26.55677655677655,401.0
GRV-1977,2024-12-21,,Ward-05,Water Supply,Low water pressure in pipes,Open,Mobile App,High,51,,,2024,12,Dec 2024,51,Saturday,2024-12-21,True,Water Supply,14.835164835164838,465.0
GRV-1978,2026-02-20,,Ward-09,Street Lighting,Short circuit sparks from street light,Open,Walk-In,High,26,,,2026,2,Feb 2026,8,Friday,2026-02-20,True,Street Lighting,92.85714285714286,39.0
GRV-1979,2026-03-31,,Ward-20,Water Supply,Low water pressure in pipes,Open,WhatsApp,Low,47,,,2026,3,Mar 2026,14,Tuesday,2026-03-31,True,Water Supply,100.0,0.0
GRV-1980,2025-11-13,,Ward-08,Sewage & Drainage,Sewage mixing with drinking water pipeline,Open,Walk-In,Medium,31,,,2025,11,Nov 2025,46,Thursday,2025-11-13,True,Water Supply,74.72527472527473,138.0
GRV-1981,2025-08-07,2025-08-08,Ward-18,Road & Infrastructure,Large pothole causing accidents on highway,Resolved,Website,Low,24,4.0,1.0,2025,8,Aug 2025,32,Thursday,2025-08-07,False,Road & Infrastructure,56.776556776556774,
GRV-1982,2025-02-10,,Ward-12,Noise & Pollution,Dust from road construction affecting residents,In Progress,Unknown,Low,29,,,2025,2,Feb 2025,7,Monday,2025-02-10,True,Road & Infrastructure,24.17582417582418,414.0
GRV-1983,2026-01-06,,Ward-06,Street Lighting,Short circuit sparks from street light,In Progress,Walk-In,Low,21,,,2026,1,Jan 2026,2,Tuesday,2026-01-06,True,Street Lighting,84.61538461538461,84.0
GRV-1984,2026-01-22,2026-01-29,Ward-14,Street Lighting,Street lights not working for 2 weeks,Closed,Walk-In,High,46,2.0,7.0,2026,1,Jan 2026,4,Thursday,2026-01-22,False,Street Lighting,87.54578754578755,
GRV-1985,2026-01-29,,Ward-15,Waste Management,Overflowing dustbin near bus stop,Open,WhatsApp,Medium,51,,,2026,1,Jan 2026,5,Thursday,2026-01-29,True,Waste Management,88.82783882783882,61.0
GRV-1986,2025-09-22,2025-10-14,Ward-14,Road & Infrastructure,Speed breaker removed without notice,Closed,Website,High,39,3.0,22.0,2025,9,Sep 2025,39,Monday,2025-09-22,False,Other,65.2014652014652,
GRV-1987,2026-02-21,2026-02-28,Ward-13,Sewage & Drainage,Manhole cover missing – safety hazard,Resolved,WhatsApp,Critical,30,4.0,7.0,2026,2,Feb 2026,8,Saturday,2026-02-21,False,Sewage & Drainage,93.04029304029304,
GRV-1988,2025-02-15,,Ward-02,Sewage & Drainage,Sewage mixing with drinking water pipeline,In Progress,WhatsApp,Low,23,,,2025,2,Feb 2025,7,Saturday,2025-02-15,True,Water Supply,25.09157509157509,409.0
GRV-1989,2025-07-04,2025-07-31,Ward-08,Street Lighting,Street lights not working for 2 weeks,Closed,WhatsApp,Medium,52,1.0,27.0,2025,7,Jul 2025,27,Friday,2025-07-04,False,Street Lighting,50.54945054945055,
GRV-1990,2025-03-17,,Ward-17,Public Property,Park benches broken and vandalised,In Progress,Mobile App,Low,73,,,2025,3,Mar 2025,12,Monday,2025-03-17,True,Public Property,30.586080586080588,379.0
GRV-1991,2025-08-20,2025-08-26,Ward-10,Street Lighting,Short circuit sparks from street light,Closed,Unknown,Medium,34,1.0,6.0,2025,8,Aug 2025,34,Wednesday,2025-08-20,False,Street Lighting,59.15750915750916,
GRV-1992,2025-09-20,2025-10-03,Ward-02,Street Lighting,Electric pole fallen on road – dangerous,Resolved,WhatsApp,Critical,69,4.0,13.0,2025,9,Sep 2025,38,Saturday,2025-09-20,False,Road & Infrastructure,64.83516483516483,
GRV-1993,2025-03-20,,Ward-17,Street Lighting,Short circuit sparks from street light,Open,Mobile App,Low,60,,,2025,3,Mar 2025,12,Thursday,2025-03-20,True,Street Lighting,31.135531135531135,376.0
GRV-1994,2025-12-18,,Ward-14,Sewage & Drainage,Sewage mixing with drinking water pipeline,Open,Phone Call,Medium,37,,,2025,12,Dec 2025,51,Thursday,2025-12-18,True,Water Supply,81.13553113553114,103.0
GRV-1995,2026-02-05,,Ward-07,Waste Management,No waste bins available in the area,In Progress,Website,Low,50,,,2026,2,Feb 2026,6,Thursday,2026-02-05,True,Waste Management,90.10989010989012,54.0
GRV-1996,2026-03-31,2026-04-11,Ward-04,Road & Infrastructure,Road completely waterlogged after rain,Resolved,Mobile App,Low,24,2.0,11.0,2026,3,Mar 2026,14,Tuesday,2026-03-31,False,Water Supply,100.0,
GRV-1997,2025-01-24,,Ward-13,Street Lighting,Electric pole fallen on road – dangerous,Open,WhatsApp,Medium,28,,,2025,1,Jan 2025,4,Friday,2025-01-24,True,Road & Infrastructure,21.062271062271066,431.0
GRV-1998,2024-12-05,,Ward-02,Waste Management,No waste bins available in the area,In Progress,Walk-In,Critical,37,,,2024,12,Dec 2024,49,Thursday,2024-12-05,True,Waste Management,11.904761904761907,481.0
GRV-1999,2026-01-07,,Ward-05,Sewage & Drainage,Blocked drain causing flooding in colony,Open,Walk-In,High,34,,,2026,1,Jan 2026,2,Wednesday,2026-01-07,True,Sewage & Drainage,84.7985347985348,83.0
GRV-2000,2024-12-30,,Ward-15,Water Supply,Water pipeline leakage on main road,Open,Phone Call,Medium,39,,,2024,12,Dec 2024,1,Monday,2024-12-30,True,Water Supply,16.483516483516482,456.0
GRV-2001,2025-10-04,,Ward-01,Water Supply,Low water pressure in pipes,Rejected,WhatsApp,High,69,,,2025,10,Oct 2025,40,Saturday,2025-10-04,False,Water Supply,67.3992673992674,
GRV-2002,2025-05-27,,Ward-16,Water Supply,Water pipeline leakage on main road,In Progress,WhatsApp,High,46,,,2025,5,May 2025,22,Tuesday,2025-05-27,True,Water Supply,43.58974358974359,308.0
GRV-2003,2026-01-22,,Ward-19,Sewage & Drainage,Manhole cover missing – safety hazard,Open,Website,Medium,65,,,2026,1,Jan 2026,4,Thursday,2026-01-22,True,Sewage & Drainage,87.54578754578755,68.0
GRV-2004,2024-10-16,2024-11-13,Ward-01,Street Lighting,Street lights not working for 2 weeks,Resolved,Walk-In,High,19,1.0,28.0,2024,10,Oct 2024,42,Wednesday,2024-10-16,False,Street Lighting,2.7472527472527486,
GRV-2005,2026-01-07,2026-01-28,Ward-07,Road & Infrastructure,Road construction debris not cleared,Resolved,Mobile App,Low,56,5.0,21.0,2026,1,Jan 2026,2,Wednesday,2026-01-07,False,Road & Infrastructure,84.7985347985348,
GRV-2006,2025-08-10,,Ward-02,Water Supply,Dirty/contaminated water coming from tap,Open,WhatsApp,High,24,,,2025,8,Aug 2025,32,Sunday,2025-08-10,True,Water Supply,57.32600732600732,233.0
GRV-2007,2025-04-05,2025-04-07,Ward-02,Road & Infrastructure,Broken footpath causing injury to pedestrians,Closed,Mobile App,Medium,70,2.0,2.0,2025,4,Apr 2025,14,Saturday,2025-04-05,False,Road & Infrastructure,34.065934065934066,
GRV-2008,2025-09-16,2025-10-08,Ward-20,Waste Management,Overflowing dustbin near bus stop,Resolved,WhatsApp,Medium,68,3.0,22.0,2025,9,Sep 2025,38,Tuesday,2025-09-16,False,Waste Management,64.1025641025641,
GRV-2009,2024-12-03,,Ward-19,Sewage & Drainage,Blocked drain causing flooding in colony,Rejected,Phone Call,Critical,55,,,2024,12,Dec 2024,49,Tuesday,2024-12-03,False,Sewage & Drainage,11.538461538461542,
GRV-2010,2024-10-21,,Ward-13,Water Supply,Dirty/contaminated water coming from tap,Open,Mobile App,High,46,,,2024,10,Oct 2024,43,Monday,2024-10-21,True,Water Supply,3.663003663003661,526.0
GRV-2011,2025-01-19,,Ward-16,Noise & Pollution,Dust from road construction affecting residents,Open,Walk-In,Low,52,,,2025,1,Jan 2025,3,Sunday,2025-01-19,True,Road & Infrastructure,20.146520146520142,436.0
GRV-2012,2025-07-08,,Ward-14,Noise & Pollution,Burning of garbage creating air pollution,Open,WhatsApp,Low,46,,,2025,7,Jul 2025,28,Tuesday,2025-07-08,True,Waste Management,51.28205128205128,266.0
GRV-2013,2026-02-21,,Ward-19,Waste Management,Garbage truck does not come on schedule,Open,WhatsApp,Critical,19,,,2026,2,Feb 2026,8,Saturday,2026-02-21,True,Waste Management,93.04029304029304,38.0
GRV-2014,2025-11-19,2025-12-11,Ward-10,Street Lighting,Broken street light reported multiple times,Closed,Website,Medium,46,1.0,22.0,2025,11,Nov 2025,47,Wednesday,2025-11-19,False,Street Lighting,75.82417582417582,
GRV-2015,2025-10-22,,Ward-20,Road & Infrastructure,Broken footpath causing injury to pedestrians,In Progress,Phone Call,Critical,38,,,2025,10,Oct 2025,43,Wednesday,2025-10-22,True,Road & Infrastructure,70.69597069597069,160.0
GRV-2016,2024-10-26,,Ward-16,Sewage & Drainage,Sewage mixing with drinking water pipeline,In Progress,Website,High,46,,,2024,10,Oct 2024,43,Saturday,2024-10-26,True,Water Supply,4.578754578754573,521.0
GRV-2017,2025-06-16,2025-07-10,Ward-07,Sewage & Drainage,Blocked drain causing flooding in colony,Resolved,Mobile App,Low,33,5.0,24.0,2025,6,Jun 2025,25,Monday,2025-06-16,False,Sewage & Drainage,47.25274725274725,
GRV-2018,2025-12-12,2026-01-11,Ward-07,Street Lighting,Street lights not working for 2 weeks,Resolved,WhatsApp,Critical,55,3.0,30.0,2025,12,Dec 2025,50,Friday,2025-12-12,False,Street Lighting,80.03663003663004,
GRV-2019,2025-12-30,,Ward-18,Street Lighting,Street lights not working for 2 weeks,Open,Walk-In,Low,55,,,2025,12,Dec 2025,1,Tuesday,2025-12-30,True,Street Lighting,83.33333333333334,91.0
GRV-2020,2025-12-22,,Ward-03,Waste Management,Illegal dumping of waste on street,Open,Phone Call,Medium,63,,,2025,12,Dec 2025,52,Monday,2025-12-22,True,Waste Management,81.86813186813187,99.0
GRV-2021,2025-06-28,2025-07-20,Ward-04,Sewage & Drainage,Foul smell from open drainage channel,Resolved,Phone Call,Medium,33,5.0,22.0,2025,6,Jun 2025,26,Saturday,2025-06-28,False,Sewage & Drainage,49.45054945054945,
GRV-2022,2025-09-07,2025-10-06,Ward-01,Public Property,Encroachment on footpath by shop owners,Resolved,Walk-In,Low,33,5.0,29.0,2025,9,Sep 2025,36,Sunday,2025-09-07,False,Road & Infrastructure,62.45421245421245,
GRV-2023,2025-05-13,2025-06-09,Ward-16,Noise & Pollution,Burning of garbage creating air pollution,Closed,Website,High,41,5.0,27.0,2025,5,May 2025,20,Tuesday,2025-05-13,False,Waste Management,41.02564102564102,
GRV-2024,2025-05-08,,Ward-15,Public Property,Public toilet locked / not accessible,In Progress,WhatsApp,High,59,,,2025,5,May 2025,19,Thursday,2025-05-08,True,Public Property,40.10989010989011,327.0
GRV-2025,2025-07-10,2025-07-19,Ward-02,Street Lighting,Short circuit sparks from street light,Closed,WhatsApp,Low,70,2.0,9.0,2025,7,Jul 2025,28,Thursday,2025-07-10,False,Street Lighting,51.64835164835164,
GRV-2026,2025-11-30,,Ward-01,Public Property,Tree fallen on parked vehicles,In Progress,Walk-In,Medium,20,,,2025,11,Nov 2025,48,Sunday,2025-11-30,True,Public Property,77.83882783882784,121.0
GRV-2027,2025-08-22,,Ward-05,Road & Infrastructure,Broken footpath causing injury to pedestrians,Open,Phone Call,High,35,,,2025,8,Aug 2025,34,Friday,2025-08-22,True,Road & Infrastructure,59.523809523809526,221.0
GRV-2028,2025-11-08,2025-11-09,Ward-06,Road & Infrastructure,Speed breaker removed without notice,Resolved,WhatsApp,Medium,18,1.0,1.0,2025,11,Nov 2025,45,Saturday,2025-11-08,False,Other,73.80952380952381,
